210103126;03;05;0+0+0+0
210103127;03;05;0+0+0+0
210104009;03;05;0+0+0+0
210104053;03;05;0+0+0+0
210107001;03;05;0+0+0+0
210107016;03;05;1+0+0+0
210107023;03;05;0+0+0+0
210107034;03;05;0+0+0+0
210107044;03;05;0+0+0+0
210107067;03;05;0+0+0+0
210107069;03;05;0+0+0+0
210107071;03;05;0+0+0+0
210107099;03;05;0+0+0+0
210108026;03;05;1+0+0+0
210121069;03;05;1+1+0+0
220101035;03;05;1+0+0+0
220121073;03;05;0+0+0+0
220123012;03;05;1+1+1+1
210101099;04;06;1+1+0+0
210101111;04;06;1+0+0+0
210101116;04;06;1+1+1+1
210102029;04;06;1+1+0+0
210102046;04;06;1+0+0+0
210103082;04;06;1+1+0+0
210103087;04;06;1+1+0+0
210103092;04;06;1+0+0+0
210103125;04;06;1+1+0+0
210103126;04;06;0+0+0+0
210103127;04;06;1+1+0+0
210104009;04;06;1+0+0+0
210104053;04;06;1+0+0+0
210107001;04;06;0+0+0+0
210107016;04;06;1+1+0+0
210107023;04;06;1+1+0+0
210107034;04;06;0+0+0+0
210107044;04;06;1+1+0+0
210107067;04;06;1+1+0+0
210107069;04;06;1+0+0+0
210107071;04;06;1+0+0+0
210107099;04;06;1+1+0+0
210108026;04;06;1+1+0+0
210121069;04;06;1+1+0+0
220101035;04;06;1+1+0+0
220121073;04;06;0+0+0+0
220123012;04;06;0+0+0+0
210101099;05;08;0+0+0+0
210101111;05;08;0+0+0+0
210101116;05;08;0+0+0+0
210102029;05;08;1+0+0+0
210102046;05;08;0+0+0+0
210103082;05;08;0+0+0+0
210103087;05;08;0+0+0+0
210103092;05;08;1+0+0+0
210103125;05;08;0+0+0+0
210103126;05;08;0+0+0+0
210103127;05;08;0+0+0+0
210104009;05;08;0+0+0+0
210104053;05;08;0+0+0+0
210107001;05;08;0+0+0+0
210107016;05;08;0+0+0+0
210107023;05;08;0+0+0+0
210107034;05;08;0+0+0+0
210107044;05;08;0+0+0+0
210107067;05;08;0+0+0+0
210107069;05;08;0+0+0+0
210107071;05;08;0+0+0+0
210107099;05;08;0+0+0+0
210108026;05;08;0+0+0+0
210121069;05;08;1+0+0+0
220101035;05;08;0+0+0+0
220121073;05;08;0+0+0+0
220123012;05;08;1+0+0+0
210101099;06;10;0+0+0+0
210101111;06;10;0+0+0+0
210101116;06;10;0+0+0+0
210102029;06;10;0+0+0+0
210102046;06;10;0+0+0+0
210103082;06;10;0+0+0+0
210103087;06;10;0+0+0+0
210103092;06;10;0+0+0+0
210103125;06;10;0+0+0+0
210103126;06;10;0+0+0+0
210103127;06;10;0+0+0+0
210104009;06;10;0+0+0+0
210104053;06;10;1+1+1+0
210107001;06;10;0+0+0+0
210107016;06;10;0+0+0+0
210107023;06;10;0+0+0+0
210107034;06;10;0+0+0+0
210107044;06;10;0+0+0+0
210107067;06;10;0+0+0+0
210107069;06;10;0+0+0+0
210107071;06;10;0+0+0+0
210107099;06;10;0+0+0+0
210108026;06;10;1+0+0+0
210121069;06;10;0+0+0+0
220101035;06;10;0+0+0+0
220121073;06;10;0+0+0+0
220123012;06;10;0+0+0+0
210101099;07;11;0+0+0+0
210101111;07;11;0+0+0+0
210101116;07;11;1+1+1+1
210102029;07;11;1+1+1+1
210102046;07;11;0+0+0+0
210103082;07;11;0+0+0+0
210103087;07;11;0+0+0+0
210103092;07;11;0+0+0+0
210103125;07;11;1+1+1+1
210103126;07;11;0+0+0+0
210103127;07;11;1+0+0+0
210104009;07;11;1+1+1+1
210104053;07;11;1+1+1+1
210107001;07;11;0+0+0+0
210107016;07;11;0+0+0+0
210107023;07;11;0+0+0+0
210107034;07;11;0+0+0+0
210107044;07;11;0+0+0+0
210107067;07;11;0+0+0+0
210107069;07;11;0+0+0+0
210107071;07;11;0+0+0+0
210107099;07;11;1+1+1+1
210108026;07;11;1+1+1+1
210121069;07;11;1+1+1+1
220101035;07;11;1+1+1+1
220121073;07;11;0+0+0+0
220123012;07;11;1+1+1+1
210101099;08;13;1+0+0+0
210101111;08;13;0+0+0+0
210101116;08;13;1+1+1+0
210102029;08;13;1+1+1+1
210102046;08;13;0+0+0+0
210103082;08;13;0+0+0+0
210103087;08;13;0+0+0+0
210103092;08;13;0+0+0+0
210103125;08;13;1+1+1+1
210103126;08;13;0+0+0+0
210103127;08;13;1+0+0+0
210104009;08;13;0+0+0+0
210104053;08;13;0+0+0+0
210107001;08;13;0+0+0+0
210107016;08;13;0+0+0+0
210107023;08;13;0+0+0+0
210107034;08;13;0+0+0+0
210107044;08;13;0+0+0+0
210107067;08;13;0+0+0+0
210107069;08;13;0+0+0+0
210107071;08;13;0+0+0+0
210107099;08;13;1+0+0+0
210108026;08;13;1+0+0+0
210121069;08;13;1+1+1+0
220101035;08;13;1+0+0+0
220121073;08;13;0+0+0+0
220123012;08;13;0+0+0+0
210101099;09;15;0+0+0+0
210101111;09;15;0+0+0+0
210101116;09;15;1+1+1+1
210102029;09;15;1+1+1+1
210102046;09;15;0+0+0+0
210103082;09;15;0+0+0+0
210103087;09;15;0+0+0+0
210103092;09;15;0+0+0+0
210103125;09;15;1+0+0+0
210103126;09;15;0+0+0+0
210103127;09;15;0+0+0+0
210104009;09;15;0+0+0+0
210104053;09;15;0+0+0+0
210107001;09;15;0+0+0+0
210107016;09;15;0+0+0+0
210107023;09;15;0+0+0+0
210107034;09;15;0+0+0+0
210107044;09;15;1+0+0+0
210107067;09;15;0+0+0+0
210107069;09;15;0+0+0+0
210107071;09;15;1+0+0+0
210107099;09;15;0+0+0+0
210108026;09;15;1+1+1+1
210121069;09;15;1+1+1+1
220101035;09;15;1+1+0+0
220121073;09;15;0+0+0+0
220123012;09;15;1+1+1+1
210101099;10;16;0+0+0+0
210101111;10;16;0+0+0+0
210101116;10;16;1+1+1+1
210102029;10;16;1+1+1+1
210102046;10;16;0+0+0+0
210103082;10;16;0+0+0+0
210103087;10;16;0+0+0+0
210103092;10;16;0+0+0+0
210103125;10;16;0+0+0+0
210103126;10;16;0+0+0+0
210103127;10;16;0+0+0+0
210104009;10;16;0+0+0+0
210104053;10;16;0+0+0+0
210107001;10;16;0+0+0+0
210107016;10;16;0+0+0+0
210107023;10;16;0+0+0+0
210107034;10;16;0+0+0+0
210107044;10;16;0+0+0+0
210107067;10;16;0+0+0+0
210107069;10;16;0+0+0+0
210107071;10;16;0+0+0+0
210107099;10;16;0+0+0+0
210108026;10;16;0+0+0+0
210121069;10;16;1+0+0+0
220101035;10;16;0+0+0+0
220121073;10;16;0+0+0+0
220123012;10;16;0+0+0+0
210101099;11;01;0
210101111;11;01;0
210101116;11;01;0
210102029;11;01;0
210102046;11;01;0
210103082;11;01;0
210103087;11;01;0
210103092;11;01;0
210103125;11;01;0
210103126;11;01;0
210103127;11;01;0
210104009;11;01;0
210104053;11;01;0
210107001;11;01;0
210107016;11;01;0
210107023;11;01;0
210107034;11;01;0
210107044;11;01;0
210107067;11;01;0
210107069;11;01;0
210107071;11;01;0
210107099;11;01;0
210108026;11;01;0
210121069;11;01;0
220101035;11;01;0
220121073;11;01;0
220123012;11;01;0
